"country","iso_country_code","year","civic_activism","se_civicactivism","intergroup_cohesion","se_intergroupcohesion","clubs_and_associations","se_clubsassociations","interpersonal_safety_and_trust","se_safetytrust","gender_equality","se_genderequality","inclusion","se_inclusion"
"Israel","ISR","2005",,,0.4665399,0.0078518,0.6481864,,0.4360413,0.0761766,0.7531857,0.0055051,0.4758498,0.0239773
"Israel","ISR","2010",0.5407724,0.0481506,0.6215837,0.0060719,0.6566433,,0.4810795,0.1083017,0.833592,0.0184505,0.4490012,0.0312891
"Italy","ITA","1990",0.7758561,0.0328542,0.6744596,0.0068699,0.4456289,0.003498,0.5461069,0.0040379,0.7330193,0.0066339,0.7711298,0.0336481
"Italy","ITA","1995",0.7017888,0.0853924,0.6815425,0.0065097,0.4773185,1.235E-4,0.5508768,0.00828,0.7454313,0.0259336,,
"Italy","ITA","2000",0.600059,0.0451095,0.5540633,0.0064645,0.4972036,0.0187624,0.6508552,0.0555028,0.7264264,0.0255139,0.5671194,0.0065252
"Italy","ITA","2005",0.594113,0.034017,0.6234165,0.0056919,0.4894461,0.0439767,0.4856492,0.0635113,0.7534001,0.0101845,0.5386105,0.0108125
"Italy","ITA","2010",0.5949289,0.0362989,0.7325777,0.0074858,0.5251799,0.0395057,0.4922198,0.0653077,0.8845391,0.0424564,0.5672488,0.0146675
"Jamaica","JAM","1990",0.5364592,0.0160567,,,,,,,0.746196,0.0052994,,
"Jamaica","JAM","1995",0.5856938,0.0545363,,,,,,,0.7499937,0.0234686,,
"Jamaica","JAM","2000",0.520218,0.0396556,,,,,0.4867994,0.126148,0.682022,0.0177094,,
"Jamaica","JAM","2005",0.4991356,0.0085349,0.605559,0.0043837,,,0.2934164,0.0509381,0.7505357,0.0134124,,
"Jamaica","JAM","2010",0.5043737,0.0169044,0.7134473,0.0049343,,,0.2435091,0.0620184,0.8949667,0.0397171,,
"Japan","JPN","1990",0.6963797,0.0564165,0.7006114,0.0067656,0.327289,,0.5766686,0.0103485,0.7067966,0.0123071,0.627134,0.0838357
"Japan","JPN","1995",0.7669044,0.0572381,0.6893987,0.0069825,0.4653362,,0.6015617,0.0077619,0.7020442,0.0302212,0.7155961,0.0086588
"Japan","JPN","2000",0.6452416,0.020901,0.5935119,0.0069128,0.4719691,0.0091446,0.7005055,0.0334933,0.6469961,0.0341144,0.5814736,8.326E-4
"Japan","JPN","2005",0.6083822,0.0132357,0.6616751,0.0081676,0.4212175,0.0245816,0.5887984,0.0384409,0.7324865,0.0071477,0.5778347,0.0143298
"Japan","JPN","2010",0.6145963,0.0250243,0.7743855,0.0065167,0.4173166,0.0280392,0.6055047,0.0326834,0.6723092,0.0119537,0.5909594,0.0117707
"Jordan","JOR","1990",0.5103025,0.0023068,0.6260266,0.0021019,,,,,0.6740607,0.0147688,,
"Jordan","JOR","1995",0.5240114,0.0171644,0.673493,0.0033597,,,,,0.5551773,0.0336636,,
"Jordan","JOR","2000",0.4745888,0.0315711,0.5485818,0.0012198,0.3417148,,0.6423292,0.047441,0.5522294,0.0419676,0.4277624,0.0222404
"Jordan","JOR","2005",0.4789486,0.0124821,0.5760165,0.0085857,0.2973266,,0.5198649,0.0672041,0.6742901,0.0133204,0.4418592,0.0196966
"Jordan","JOR","2010",0.4838379,0.013041,0.6919816,0.0042134,0.2892734,,0.5404677,0.0828101,0.5851085,0.0540813,0.3899147,0.0149881
"Kazakhstan","KAZ","1990",0.2811937,0.1934719,,,,,,,0.7656401,0.0166863,,
"Kazakhstan","KAZ","1995",0.404484,0.1056616,,,,,,,0.7079848,0.0337232,,
"Kazakhstan","KAZ","2000",0.3755236,0.0138656,0.554657,0.0070669,,,0.4468312,0.0703483,0.7047943,0.03835,,
"Kazakhstan","KAZ","2005",,,0.6183823,0.0084185,,,0.4006875,0.0510493,0.7514104,0.0134915,0.4596846,0.0167687
"Kazakhstan","KAZ","2010",,,0.7563593,0.0049353,,,0.4273531,0.0584305,0.9525527,0.0644056,0.4494587,0.0215603
"Kenya","KEN","1990",0.4923652,0.1294038,0.6124833,0.0059591,,,,,0.6914161,0.0121613,,
"Kenya","KEN","1995",0.4987839,0.0781422,0.6416807,0.0026276,,,,,0.574127,0.0572046,,
"Kenya","KEN","2000",0.4858411,0.0549428,0.4951654,0.0013148,,,,,0.540108,0.0484866,,
"Kenya","KEN","2005",0.4942915,0.0253893,0.5360902,0.0035236,0.7760464,,0.2551094,0.0656691,0.6621148,0.0203615,0.440735,0.0103059
"Kenya","KEN","2010",0.4905002,0.0323461,0.6019329,0.0086324,0.7321578,,0.2904398,0.0648963,0.592796,0.0652449,0.4336329,0.0125647
"Kiribati","KIR","1990",,,,,,,,,,,,
"Kiribati","KIR","1995",,,,,,,,,,,,
"Kiribati","KIR","2000",,,,,,,,,0.6649302,0.0227117,,
"Kiribati","KIR","2005",,,,,,,,,,,,
"Kiribati","KIR","2010",,,,,,,,,,,,
"Korea, Dem. Rep.","PRK","1990",0.3654403,0.0142154,,,,,,,0.7121007,0.0091831,,
"Korea, Dem. Rep.","PRK","1995",0.3328201,0.0155701,,,,,,,0.6630927,0.0196537,,
"Korea, Dem. Rep.","PRK","2000",,,,,,,,,0.6196611,0.0208163,,
"Korea, Dem. Rep.","PRK","2005",0.4401875,0.0165767,0.5948556,0.0127264,,,,,0.7111824,0.0049092,,
"Korea, Dem. Rep.","PRK","2010",0.4272378,0.0249924,0.7131688,0.0103047,,,,,0.7306663,0.0160157,,
"Korea, Rep.","KOR","1990",0.7057664,0.0852979,0.6016553,0.0163973,0.5582982,,0.5519441,0.004953,0.6899996,0.0121148,0.2527801,0.0622391
"Korea, Rep.","KOR","1995",0.6344974,0.1420646,0.6694351,0.0071351,0.5355964,,0.5593265,0.0046293,0.7073436,0.0184937,0.4821618,0.0369016
"Korea, Rep.","KOR","2000",0.5625133,0.0520406,0.573274,0.0027199,0.5515942,0.0096787,0.62938,0.0150891,0.6245695,0.0198781,0.5138873,0.0278199
"Korea, Rep.","KOR","2005",0.5731639,0.0268095,0.6280406,0.0076296,0.5307938,0.0254377,0.5647371,0.0249474,0.7192041,0.0089679,0.5340266,0.0205178
"Korea, Rep.","KOR","2010",0.5715383,0.0248919,0.7300274,0.0074565,0.509828,0.0372554,0.5822986,0.0534205,0.7124593,0.0367945,0.5732117,0.0182508
"Kuwait","KWT","1990",0.5824814,0.0580942,,,,,,,0.6447605,0.0229785,,
"Kuwait","KWT","1995",,,,,,,0.6140508,0.0304305,0.5272285,0.0330421,,
"Kuwait","KWT","2000",0.5386367,0.0353809,,,,,0.7738143,0.0515319,0.5982085,0.0387467,,
"Kuwait","KWT","2005",0.5095854,0.0214728,0.6159501,0.0055156,,,0.5721896,0.0278474,0.6786537,0.0170358,,
"Kuwait","KWT","2010",0.5150904,0.0264716,0.7042876,0.0045455,,,0.6074447,0.0134988,0.5071056,0.0608042,,
"Kyrgyz Republic","KGZ","1990",0.2972235,0.0471034,,,,,,,0.7539173,0.0049038,,
"Kyrgyz Republic","KGZ","1995",0.2880574,0.0393644,,,0.43154,,0.5151529,0.0035868,0.781622,0.0194333,,
"Kyrgyz Republic","KGZ","2000",0.3681249,0.0085124,,,0.3478886,,0.4612679,0.0219794,0.7161081,0.0104351,,
"Kyrgyz Republic","KGZ","2005",0.4558762,0.0195158,0.5733573,0.0020165,0.3715814,0.1188424,0.4028992,0.0281193,0.732519,0.0105057,0.4494215,0.0081633
"Kyrgyz Republic","KGZ","2010",0.4457358,0.0262345,0.5996746,0.0052551,0.3630031,0.106988,0.4240427,0.0255319,0.7946606,0.0404621,0.4501042,0.0148066
"Lao PDR","LAO","1990",0.3444175,0.0231691,,,,,,,0.7140346,0.0214873,,
"Lao PDR","LAO","1995",0.3204021,0.0184795,,,,,,,0.6830258,0.0390887,,
"Lao PDR","LAO","2000",0.4059186,0.0360232,,,,,,,0.6992319,0.0448969,,
"Lao PDR","LAO","2005",0.4554244,0.0248158,0.5940805,0.004372,,,,,0.735584,0.0196242,,
"Lao PDR","LAO","2010",0.4482737,0.0372573,0.7284189,0.002837,,,,,0.8060557,0.0722774,,
"Latvia","LVA","1990",0.563683,0.1449594,,,0.4345326,,0.5147244,0.0082995,0.7706118,0.0080108,0.3681174,0.1451759
"Latvia","LVA","1995",0.5300648,0.0779002,,,0.4479771,0.0212408,0.5246175,0.0113746,0.7823562,0.0156111,0.3815362,0.0771114
"Latvia","LVA","2000",0.5444998,0.0253582,0.5757645,0.0032155,0.4127847,0.0234897,0.503011,0.0458295,0.79649,0.028266,0.4631937,0.0313911
"Latvia","LVA","2005",0.5344139,0.0200698,0.6295221,0.0061206,0.3403647,0.0257172,0.4351054,0.0558045,0.7824228,0.0090072,0.4859366,0.017001
"Latvia","LVA","2010",0.53894,0.0193246,0.7363103,0.0059797,0.3546258,0.0346487,0.485044,0.0634969,0.9784626,0.0316727,0.4954505,0.016637
"Lebanon","LBN","1990",0.6122806,0.0876102,0.3647186,3.921E-4,,,,,0.6758963,0.0150408,,
"Lebanon","LBN","1995",0.6183281,0.097241,0.5780563,0.0094084,,,,,,,,
"Lebanon","LBN","2000",0.5133821,0.0063599,0.4964373,0.0051987,,,,,0.6290901,0.0417852,,
"Lebanon","LBN","2005",0.4998913,0.0047833,0.4555359,0.0144271,,,0.4287522,0.1140451,0.6963264,0.0141301,0.445492,0.0085275
"Lebanon","LBN","2010",0.5062234,0.0073038,0.4597212,0.0173917,,,0.3637661,0.1291455,0.6155591,0.0440895,0.4287972,0.0081991
"Lesotho","LSO","1990",0.3407682,0.06328,,,,,,,0.7007455,0.0412302,,
"Lesotho","LSO","1995",0.351855,0.059769,,,,,,,0.6963749,0.0464766,,
"Lesotho","LSO","2000",0.4081746,0.0253869,,,0.5410764,0.0142531,0.428537,0.0687723,0.5945871,0.0738234,,
"Lesotho","LSO","2005",0.4334064,0.0110325,,,0.5441759,0.0419569,0.3409106,0.0396435,0.6929658,0.0228997,0.5154845,0.0106148
"Lesotho","LSO","2010",0.4668836,0.0277627,,,0.4833732,0.1169323,0.3674811,0.0340371,0.8760756,0.0971545,0.4807465,0.0110365
"Liberia","LBR","1990",0.459344,0.0264738,0.5309599,0.0151078,,,,,0.6820748,0.0220835,,
"Liberia","LBR","1995",0.4516827,0.0254649,0.5344468,0.0139601,,,,,0.6483142,0.0369764,,
"Liberia","LBR","2000",0.4127262,0.0264699,0.5452421,0.0036829,,,,,0.5996442,0.0380228,,
"Liberia","LBR","2005",0.4535659,0.0113252,0.517598,0.0105682,,,,,0.7033206,0.0199397,,
"Liberia","LBR","2010",0.4521167,0.012071,0.685942,0.0018827,0.494235,,0.2952329,0.020409,0.7346791,0.0530735,0.4054626,0.008753
"Libya","LBY","1990",0.4660107,0.0,,,,,,,0.6496752,0.011568,,
"Libya","LBY","1995",0.4543673,0.0094214,,,,,,,0.5448748,0.0388174,,
"Libya","LBY","2000",0.482056,0.0467095,,,,,,,0.6736915,0.0441243,,
"Libya","LBY","2005",0.4539947,0.0073308,0.6475812,0.0062945,,,0.549264,0.0996068,0.7118117,0.0186403,,
"Libya","LBY","2010",0.4489253,0.009539,0.7444983,0.0062709,,,0.569725,0.0941692,0.6128491,0.0378658,,
"Liechtenstein","LIE","1990",,,,,,,,,,,,
"Liechtenstein","LIE","1995",,,,,,,,,,,,
"Liechtenstein","LIE","2000",0.6983457,0.0548707,,,,,,,,,,
"Liechtenstein","LIE","2005",,,,,,,,,,,,
"Liechtenstein","LIE","2010",,,,,,,,,,,,
"Lithuania","LTU","1990",0.5682104,0.1619639,,,0.4091559,,0.5342689,0.0095218,0.7534572,0.0157672,,
"Lithuania","LTU","1995",0.4924657,0.0595278,,,0.4584506,0.0228379,0.523922,0.0073331,0.7763829,0.018839,,
"Lithuania","LTU","2000",0.5433439,0.0266939,0.5693483,0.0019793,0.3505631,0.0123232,0.4917567,0.040638,0.8240435,0.0271332,0.4517286,0.0069644
"Lithuania","LTU","2005",0.505217,0.0049681,0.636908,0.0072126,0.3335601,0.0225799,0.4437338,0.0457004,0.7890896,0.0101905,0.4678231,0.009701
"Lithuania","LTU","2010",0.5276196,0.0116012,0.727012,0.0109655,0.3781368,0.0124025,0.4707027,0.0613365,1.0166,0.0305418,0.4818972,0.0052718
"Luxembourg","LUX","1990",0.6395904,0.0160115,,,0.5624336,,,,0.7439327,0.0152559,,
"Luxembourg","LUX","1995",0.6796578,0.0620647,,,0.5230032,,,,0.7507261,0.039362,,
"Luxembourg","LUX","2000",0.6383392,0.0192497,,,0.5493313,,0.5791461,0.0684397,0.7834507,0.0344536,0.6222371,0.0088213
"Luxembourg","LUX","2005",0.5766664,0.0280065,0.6941307,0.0109908,0.5778336,,0.5090401,0.0415431,0.758081,0.009772,0.6227117,0.0133088
"Luxembourg","LUX","2010",0.6031874,0.0285935,0.7825403,0.0065595,0.6518087,,0.5675496,0.0270725,0.9192286,0.0532189,0.5882854,0.0097921
"Macao, China","MAC","1990",,,,,,,,,0.7031768,0.0051421,,
"Macao, China","MAC","1995",,,,,,,,,0.710205,0.0142973,,
"Macao, China","MAC","2000",0.5956401,0.0902728,,,,,,,0.6811458,0.0129604,,
"Macao, China","MAC","2005",0.5435445,0.0906236,,,,,,,0.7378806,0.0082811,,
"Macao, China","MAC","2010",0.5635816,0.1095526,,,,,,,0.7906888,0.0419272,,
"Macedonia, FYR","MKD","1990",0.3912259,0.0406829,,,,,,,0.7382867,0.0057005,,
"Macedonia, FYR","MKD","1995",0.3239636,0.0923948,,,0.4576784,,0.56034,0.0093388,0.7280579,0.0106103,,
"Macedonia, FYR","MKD","2000",0.5342453,0.0489237,,,0.4659407,0.0673808,0.5488113,0.058294,0.6409088,0.0192492,0.429939,0.0067598
"Macedonia, FYR","MKD","2005",0.4983228,0.0326527,0.5546392,0.0043128,0.4656132,0.0964922,0.4914231,0.0495126,0.7200895,0.0063447,0.4361499,0.0081403
"Macedonia, FYR","MKD","2010",0.5478293,0.0662174,0.6538692,0.0038288,0.4816262,0.0905914,0.5049364,0.0583959,0.7432653,0.0332385,0.458496,0.0083376
"Madagascar","MDG","1990",0.3935073,0.0255596,0.6173037,0.0095295,,,,,0.7193889,0.0211671,,
"Madagascar","MDG","1995",0.3693792,0.038411,0.6503836,0.0062485,,,,,0.7269343,0.0301009,,
"Madagascar","MDG","2000",0.395423,0.0188717,0.5283973,0.0055011,,,,,0.7144808,0.0357558,,
"Madagascar","MDG","2005",0.4589752,0.0068208,0.5999416,0.0061844,,,0.3551533,0.0113317,0.7270629,0.0144861,0.4701183,0.0145541
"Madagascar","MDG","2010",0.45679,0.0117867,0.6803399,0.0067219,0.230496,,0.4056966,0.0462015,0.7797307,0.0511221,0.4470133,0.0164398
"Malawi","MWI","1990",0.4426842,0.017067,,,,,,,0.6963466,0.0250684,,
"Malawi","MWI","1995",0.3535296,0.0451632,,,,,,,0.6300582,0.0447016,,
"Malawi","MWI","2000",0.4293776,0.0232252,,,0.6812527,,,,0.584754,0.0498856,,
"Malawi","MWI","2005",0.4506959,0.0142993,0.5595981,0.0126861,0.71377,,0.4053506,0.0610837,0.6907169,0.0200796,0.4008437,0.013433
"Malawi","MWI","2010",0.4685417,0.0277073,0.6752518,0.0098357,0.7848656,,0.3341179,0.0302831,0.6817918,0.0760193,0.3931188,0.0096973
"Malaysia","MYS","1990",0.5731768,0.0250178,0.6878418,0.0055982,,,,,0.7010591,0.0068619,,
"Malaysia","MYS","1995",0.561681,0.0173004,0.6946027,0.0056416,,,0.6009422,0.0128858,0.6934757,0.0164305,,
"Malaysia","MYS","2000",0.5178472,0.0275184,0.5420151,0.0080062,,,0.5879417,0.0384052,0.6623309,0.0303479,,
"Malaysia","MYS","2005",0.5212067,0.0132065,0.6160185,0.003545,,,0.4836261,0.0803113,0.7234324,0.0088744,0.4456557,0.0075227
"Malaysia","MYS","2010",0.5267335,0.0120564,0.725652,0.0023782,,,0.5159572,0.0668751,0.7789085,0.0469987,0.4414592,0.0081839
"Maldives","MDV","1990",0.3396355,0.0155351,,,,,,,,,,
"Maldives","MDV","1995",0.3738212,0.0700845,,,,,,,0.374111,0.0682377,,
"Maldives","MDV","2000",0.4462716,0.1151378,,,,,,,0.5726274,0.0353356,,
"Maldives","MDV","2005",0.4898386,0.0721502,,,,,,,0.6869251,0.0180931,,
"Maldives","MDV","2010",0.50506,0.0789329,,,,,,,0.5646566,0.0504733,,
"Mali","MLI","1990",0.4167508,0.0305682,0.6286299,0.0079051,,,,,0.6427274,0.0117713,,
"Mali","MLI","1995",0.3709066,0.0475044,0.6359016,0.0059155,,,,,0.5380106,0.016371,,
"Mali","MLI","2000",0.4241384,0.0186078,0.5603549,0.0055751,0.5570087,,,,0.5317091,0.0115867,0.4979321,0.0112373
"Mali","MLI","2005",0.468686,0.0125103,0.5920337,0.0045895,0.5774129,0.0251282,0.4179475,0.0500642,0.6510939,0.0089282,0.4745511,0.0090053
"Mali","MLI","2010",0.4981033,0.0205328,0.6477978,0.009648,0.5785369,0.1378675,0.43604,0.0532641,0.5301453,0.0340812,0.464413,0.0131846
"Malta","MLT","1990",0.5271477,0.0186441,,,0.2733639,,0.5521485,0.0077665,0.6712794,0.0182106,0.3906209,0.0831849
"Malta","MLT","1995",0.544509,0.0162606,,,0.49813,0.0806389,0.5588672,0.0201145,0.6133252,0.030889,,
"Malta","MLT","2000",0.5805838,0.0426046,,,0.5008259,0.0918149,0.645413,0.0424382,0.7083515,0.0318573,0.4555745,0.0114524
"Malta","MLT","2005",0.5666074,0.0474142,0.6646402,0.0071858,0.5080277,0.1493419,0.5598682,0.0408585,0.7437059,0.0171346,0.4845096,0.0169004
"Malta","MLT","2010",0.560424,0.0391564,0.7649668,0.0067284,0.4960065,0.1604329,0.5817572,0.0417709,0.7193691,0.0604435,0.5019047,0.0142614
"Marshall Islands","MHL","1990",,,,,,,,,,,,
"Marshall Islands","MHL","1995",,,,,,,,,,,,
"Marshall Islands","MHL","2000",,,,,,,,,0.6730856,0.0209181,,
"Marshall Islands","MHL","2005",,,,,,,,,,,,
"Marshall Islands","MHL","2010",,,,,,,,,,,,
"Mauritania","MRT","1990",0.3959905,0.0017637,,,,,,,0.6659428,0.0142239,,
"Mauritania","MRT","1995",0.3774075,0.0020341,,,,,,,0.6476436,0.0296794,,
"Mauritania","MRT","2000",0.428196,0.0227227,,,,,,,0.6190789,0.024498,,
